code_udi,sentence,population
048005409,Votre réseau alimente de façon permanente 34 personnes.,34
048005417,Votre réseau alimente de façon permanente 250 personnes.,250
048005434,Votre réseau alimente de façon permanente 100 personnes.,100
048005441,Votre réseau alimente de façon permanente 120 personnes.,120
048005495,Votre réseau alimente de façon permanente 379 personnes.,379
048005518,Votre réseau alimente de façon permanente 20 personnes.,20
048005522,Votre réseau alimente de façon permanente 35 personnes.,35
048005524,Votre réseau alimente de façon permanente 32 personnes.,32
048005586,Votre réseau alimente de façon permanente 4 personnes.,4
048006368,Votre réseau alimente de façon permanente 447 personnes.,447
048006382,Votre réseau alimente de façon permanente 204 personnes.,204
048006385,Votre réseau alimente de façon permanente 6 personnes.,6
048006390,Votre réseau alimente de façon permanente 118 personnes.,118
048006439,Votre réseau alimente de façon permanente 47 personnes.,47
048006732,Votre réseau alimente de façon permanente 7 personnes.,7
048006737,Votre réseau alimente de façon permanente 20 personnes.,20
048006740,Votre réseau alimente de façon permanente 29 personnes.,29
048006815,Votre réseau alimente de façon permanente 54 personnes.,54
048007159,Votre réseau alimente de façon permanente 590 personnes.,590
048007161,Votre réseau alimente de façon permanente 163 personnes.,163
048007503,Votre réseau alimente de façon permanente 4 personnes.,4
048007550,Votre réseau alimente de façon permanente 4 personnes.,4
048007564,Votre réseau alimente de façon permanente 4 personnes.,4
048007595,Votre réseau alimente de façon permanente 21 personnes.,21
048007608,Votre réseau alimente de façon permanente 42 personnes.,42
048007623,Votre réseau alimente de façon permanente 7 personnes.,7
049000001,Votre réseau alimente de façon permanente 1085 personnes.,1085
049000002,Votre réseau alimente de façon permanente 707 personnes.,707
049000004,Votre réseau alimente de façon permanente 626 personnes.,626
049000019,Votre réseau alimente de façon permanente 8448 personnes.,8448
049000022,Votre réseau alimente de façon permanente 6211 personnes.,6211
049000026,Votre réseau alimente de façon permanente 9742 personnes.,9742
049000031,Votre réseau alimente de façon permanente 223 personnes.,223
049000032,Votre réseau alimente de façon permanente 4883 personnes.,4883
049000043,Votre réseau alimente de façon permanente 3077 personnes.,3077
049000049,Votre réseau alimente de façon permanente 13446 personnes.,13446
049000058,Votre réseau alimente de façon permanente 799 personnes.,799
049000063,Votre réseau alimente de façon permanente 4488 personnes.,4488
049000069,Votre réseau alimente de façon permanente 5621 personnes.,5621
049000075,Votre réseau alimente de façon permanente 3971 personnes.,3971
049000081,Votre réseau alimente de façon permanente 6772 personnes.,6772
049000098,Votre réseau alimente de façon permanente 17595 personnes.,17595
049000111,Votre réseau alimente de façon permanente 4740 personnes.,4740
049000116,Votre réseau alimente de façon permanente 3154 personnes.,3154
049000126,Votre réseau alimente de façon permanente 7934 personnes.,7934
049000142,Votre réseau alimente de façon permanente 37618 personnes.,37618
049000151,Votre réseau alimente de façon permanente 5600 personnes.,5600
049000214,Votre réseau alimente de façon permanente 1500 personnes.,1500
049000221,Votre réseau alimente de façon permanente 3986 personnes.,3986
049000235,Votre réseau alimente de façon permanente 7944 personnes.,7944
049000249,Votre réseau alimente de façon permanente 1371 personnes.,1371
049000257,Votre réseau alimente de façon permanente 8523 personnes.,8523
049000263,Votre réseau alimente de façon permanente 3809 personnes.,3809
049000269,Votre réseau alimente de façon permanente 6295 personnes.,6295
049000285,Votre réseau alimente de façon permanente 7900 personnes.,7900
049000289,Votre réseau alimente de façon permanente 122 personnes.,122
049000314,Votre réseau alimente de façon permanente 8782 personnes.,8782
049000320,Votre réseau alimente de façon permanente 9351 personnes.,9351
049000334,Votre réseau alimente de façon permanente 79749 personnes.,79749
049000391,Votre réseau alimente de façon permanente 59932 personnes.,59932
049000398,Votre réseau alimente de façon permanente 1618 personnes.,1618
049000405,"Votre réseau alimente de façon permanente 1 commune (SEVREMOINE), soit 23692 personnes.",23692
049000424,Votre réseau alimente de façon permanente 25124 personnes.,25124
049000427,Votre réseau alimente de façon permanente 2109 personnes.,2109
049000447,Votre réseau alimente de façon permanente 1815 personnes.,1815
049000460,Votre réseau alimente de façon permanente 7060 personnes.,7060
049000484,Votre réseau alimente de façon permanente 6873 personnes.,6873
049000506,Votre réseau alimente de façon permanente 6096 personnes.,6096
049000516,Votre réseau alimente de façon permanente 5070 personnes.,5070
049000517,Votre réseau alimente de façon permanente 600 personnes.,600
049000523,Votre réseau alimente de façon permanente 293115 personnes.,293115
049000660,Votre réseau alimente de façon permanente 26704 personnes.,26704
049000737,Votre réseau alimente de façon permanente 75 personnes.,75
049000786,Votre réseau alimente de façon permanente 3467 personnes.,3467
049000787,Votre réseau alimente de façon permanente 1663 personnes.,1663
049000799,Votre réseau alimente de façon permanente 1484 personnes.,1484
049003950,Votre réseau alimente de façon permanente 4088 personnes.,4088
049003951,Votre réseau alimente de façon permanente 9758 personnes.,9758
049003952,Votre réseau alimente de façon permanente 474 personnes.,474
049003953,Votre réseau alimente de façon permanente 7319 personnes.,7319
049003954,Votre réseau alimente de façon permanente 1054 personnes.,1054
049003955,Votre réseau alimente de façon permanente 2580 personnes.,2580
049003957,Votre réseau alimente de façon permanente 8621 personnes.,8621
049003958,Votre réseau alimente de façon permanente 357 personnes.,357
049003979,Votre réseau alimente de façon permanente 1998 personnes.,1998
049003987,Votre réseau alimente de façon permanente 4550 personnes.,4550
049003988,Votre réseau alimente de façon permanente 14218 personnes.,14218
049003989,Votre réseau alimente de façon permanente 1586 personnes.,1586
049003990,Votre réseau alimente de façon permanente 2383 personnes.,2383
050000441,Votre réseau alimente de façon permanente 2941 personnes.,2941
050000442,Votre réseau alimente de façon permanente 8086 personnes.,8086
050000444,"Votre réseau alimente de façon permanente 1 commune (BARNEVILLE-CARTERET - en partie), soit 930 personnes.",930
050000445,"Votre réseau alimente de façon permanente 1 commune (BARNEVILLE-CARTERET-en partie), soit 1284 personnes.",1284
050000447,Votre réseau alimente de façon permanente 3472 personnes.,3472
050000449,"Votre réseau alimente de façon permanente 2 communes (CARENTAN-LES-MARAIS, SAINT-HILAIRE-PETITVILLE), soit 6800 personnes.",6800
050000450,"Votre réseau alimente de façon permanente 1 commune (CERISY-LA-SALLE), soit 1009 personnes.",1009
050000451,Votre réseau alimente de façon permanente 452 personnes.,452
050000456,"Votre réseau alimente de façon permanente 1 commune (JUVIGNY LES VALLEES - Chérencé Le Roussel), soit 213 personnes.",213
050000459,Votre réseau alimente de façon permanente 8353 personnes.,8353
050000461,Votre réseau alimente de façon permanente 3103 personnes.,3103
050000462,"Votre réseau alimente de façon permanente 1 commune (DUCEY-LES CHERIS), soit 2556 personnes.",2556
050000463,"Votre réseau alimente de façon permanente 1 commune (GATHEMO), soit 261 personnes.",261
050000464,"Votre réseau alimente de façon permanente 1 commune (GAVRAY), soit 1402 personnes.",1402
050000467,Votre réseau alimente de façon permanente 20 personnes.,20
050000468,Votre réseau alimente de façon permanente 812 personnes.,812
050000469,"Votre réseau alimente de façon permanente 1 commune (GRAIGNES-MESNIL-ANGOT), soit 740 personnes.",740
050000470,Votre réseau alimente de façon permanente 16076 personnes.,16076
050000472,"Votre réseau alimente de façon permanente 1 commune (HAYE (LA)- La HAYE DU PUITS), soit 1636 personnes.",1636
050000474,"Votre réseau alimente de façon permanente 2 communes (HAYE-PESNEL (LA), LUCERNE-D'OUTREMER (LA)), soit 1342 personnes.",1342
050000479,Votre réseau alimente de façon permanente 1999 personnes.,1999
050000481,"Votre réseau alimente de façon permanente 2 communes (MARCEY-LES-GREVES), soit 1302 personnes.",1302
050000483,"Votre réseau alimente de façon permanente 2 communes (MARIGNY LE LOZON-Marigny, THEREVAL-La Chapelle Enjuger), soit 2809 personnes.",2809
050000484,"Votre réseau alimente de façon permanente 1 commune (MARIGNY-LE-LOZON-Village Hotel Gardie), soit 238 personnes.",238
050000485,"Votre réseau alimente de façon permanente 1 commune (MONT-SAINT-MICHEL (LE)), soit 27 personnes.",27
050000487,"Votre réseau alimente de façon permanente 1 commune (MORTAIN-BOCAGE en partie), soit 261 personnes.",261
050000488,"Votre réseau alimente de façon permanente 1 commune (MORTAIN-BOCAGE en partie), soit 1371 personnes.",1371
050000489,"Votre réseau alimente de façon permanente 1 commune (GRANDPARIGNY-Parigny), soit 1774 personnes.",1774
050000490,Votre réseau alimente de façon permanente 2334 personnes.,2334
050000494,"Votre réseau alimente de façon permanente 1 commune (PONTORSON), soit 2894 personnes.",2894
050000498,"Votre réseau alimente de façon permanente 1 commune (RONCEY), soit 791 personnes.",791
050000500,Votre réseau alimente de façon permanente 547 personnes.,547
050000504,"Votre réseau alimente de façon permanente 1 commune (SAINT-JEAN-DES-CHAMPS en partie), soit 1272 personnes.",1272
050000507,"Votre réseau alimente de façon permanente 1 commune (SAINT-LOUP), soit 677 personnes.",677
050000508,"Votre réseau alimente de façon permanente 1 commune (SAINT-OVIN), soit 698 personnes.",698
050000510,"Votre réseau alimente de façon permanente 1 commune (SAINT-PIERRE-DE-COUTANCES-en partie), soit 104 personnes.",104
050000512,Votre réseau alimente de façon permanente 302 personnes.,302
050000514,"Votre réseau alimente de façon permanente 1 commune (SARTILLY-BAIE-BOCAGE-Sartilly), soit 1642 personnes.",1642
050000520,Votre réseau alimente de façon permanente 751 personnes.,751
050000522,"Votre réseau alimente de façon permanente 1 commune (VALOGNES en partie), soit 2041 personnes.",2041
050000523,"Votre réseau alimente de façon permanente 1 commune (VALOGNES en partie), soit 4695 personnes.",4695
